stock,option type,strike price,expiration date,days to expiration,current price,dividend,annualized volatility,open interest,last option price,10 branch binomial equation,150 branch binomial equation,option valuation,Days Til ER,StrikeBLow,ExAfterEarnings,premium plus,mean diff,actual spread
IGT,CALL,27.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,1222,3.9,3.679935,3.66358,0.943573,1,N,Y,0.1444,0.05852371794871793,-8.0
IGT,CALL,30.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,8258,1.91,1.608724,1.615947,0.846046,1,N,Y,0.0637,0.15584528795811514,-10.4972
IGT,CALL,31.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,1137,1.47,1.173389,1.149407,0.798224,1,N,Y,0.0474,0.20993333333333328,-19.403
IGT,CALL,32.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,5221,1.07,0.805795,0.788958,0.75308,1,N,Y,0.0334,0.25478831775700933,-17.3469
IGT,CALL,34.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,1534,0.57,0.353841,0.336579,0.620773,1,N,Y,0.0168,0.3943684210526315,-25.4902
IGT,CALL,35.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,1552,0.37,0.187941,0.210875,0.569933,1,N,Y,0.0106,0.4610594594594595,-28.125
IGT,CALL,37.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,5040,0.17,0.072967,0.074547,0.43851,1,N,Y,0.0046,0.5661352941176471,-26.6667
IGT,CALL,25.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,3374,5.9,5.850698,5.834236,0.991644,1,N,Y,0.236,0.009751355932203436,-5.2174
IGT,CALL,26.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,7229,5.1,5.037014,5.021448,0.98765,1,N,Y,0.1962,0.013876274509803808,-4.0
IGT,CALL,30.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,2481,2.59,2.419542,2.44982,0.945876,1,N,Y,0.0863,0.05996872586872587,-5.5556
IGT,CALL,31.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,3495,2.11,2.005787,1.98492,0.95061,1,N,Y,0.0681,0.05433483412322264,-5.3659
IGT,CALL,32.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,6556,1.73,1.644245,1.589375,0.950431,1,N,Y,0.0541,0.0654277456647399,-9.0909
IGT,CALL,33.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,3162,1.38,1.282703,1.258564,0.929495,1,N,Y,0.0418,0.0792510869565217,-12.3077
IGT,CALL,34.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,2894,1.1,0.942636,0.986349,0.896681,1,N,Y,0.0324,0.1231886363636364,-16.8317
IGT,CALL,35.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,3453,0.84,0.780398,0.765668,0.929045,1,N,Y,0.024,0.07972261904761899,-15.3846
IGT,CALL,36.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,12567,0.69,0.618159,0.589124,0.895883,1,N,Y,0.0192,0.12515724637681153,-24.5902
IGT,CALL,40.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,4216,0.28,0.190156,0.189578,0.67913,1,N,Y,0.007,0.3219035714285715,-11.5385
IGT,PUT,25.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,8045,0.36,0.063441,0.061208,0.176225,1,N,Y,0.0144,0.8268763888888888,-15.1515
IGT,PUT,28.0,2022-03-18,19,30.32,0.0278,0.5115204234389014,8117,0.97,0.460951,0.479996,0.494841,1,N,Y,0.0346,0.5149757731958763,-16.8539
IGT,PUT,27.0,2022-04-14,46,30.32,0.0278,0.5115204234389014,4218,1.25,0.739713,0.772559,0.618047,1,N,Y,0.0463,0.39509120000000003,-11.0169
IIVI,CALL,75.0,2022-03-18,19,70.67,0,0.41512788050455945,1750,1.23,1.103125,1.164897,0.947071,na,N,na,0.0164,0.07803983739837397,-22.7273
IIVI,CALL,75.0,2022-04-14,46,70.67,0,0.41512788050455945,1188,2.55,2.706806,2.630732,1.061492,na,N,na,0.034,0.046576078431372604,-21.7391
INFN,CALL,10.0,2022-04-14,46,9.17,0,0.38071547912256426,1642,0.33,0.209372,0.220474,0.668102,64,N,N,0.033,0.3487181818181818,-60.0
INFY,CALL,22.0,2022-04-14,46,22.84,0.016,0.26829754466310013,1373,1.53,1.453383,1.43591,0.949923,na,N,na,0.0695,0.05578660130718952,-10.3448
INFY,CALL,26.0,2022-04-14,46,22.84,0.016,0.26829754466310013,1914,0.18,0.100489,0.108169,0.600941,na,N,na,0.0069,0.4203944444444444,-33.3333
ING,CALL,14.0,2022-04-14,46,12.86,0.045700002,0.2832153915160448,1647,0.28,0.174322,0.168916,0.62258,na,N,na,0.02,0.38707500000000006,-166.6667
INMD,CALL,50.0,2022-03-18,19,43.71,0,0.6264010618083545,1554,0.78,0.674336,0.644526,0.864533,na,N,na,0.0156,0.154575641025641,-6.6667
INMD,CALL,55.0,2022-03-18,19,43.71,0,0.6264010618083545,1205,0.25,0.16977,0.166117,0.679079,na,N,na,0.0045,0.328226,-50.0
INMD,CALL,60.0,2022-03-18,19,43.71,0,0.6264010618083545,1208,0.1,0.030644,0.03571,0.357097,na,N,na,0.0017,0.66823,-200.0
INMD,PUT,45.0,2022-03-18,19,43.71,0,0.6264010618083545,2036,3.6,3.206742,3.158962,0.890762,na,N,na,0.08,0.11587444444444446,-11.7647
INTC,CALL,44.5,2022-03-11,12,47.71,0.0307,0.2954129003306327,1026,3.47,3.380816,3.394454,0.978229,52,N,N,0.078,0.02373631123919315,-4.4118
INTC,CALL,46.0,2022-03-11,12,47.71,0.0307,0.2954129003306327,1394,2.23,2.126524,2.141213,0.960185,52,N,N,0.0485,0.043108295964125576,-8.4112
INTC,CALL,48.0,2022-03-11,12,47.71,0.0307,0.2954129003306327,1636,0.91,0.930824,0.923535,1.022883,52,N,N,0.019,0.018878571428571383,-6.8182
INTC,CALL,50.0,2022-03-11,12,47.71,0.0307,0.2954129003306327,1203,0.26,0.302848,0.292649,1.164801,52,N,N,0.0052,0.14518653846153842,-12.5
INTC,CALL,40.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,1832,7.85,7.825684,7.827812,0.997173,52,Y,N,0.1962,0.002962038216560488,-2.5806
INTC,CALL,42.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,3265,5.45,5.380052,5.379483,0.987166,52,Y,N,0.1282,0.012886697247706488,-3.7383
INTC,CALL,45.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,10851,3.23,3.15593,3.145818,0.977068,52,N,N,0.0718,0.02449721362229103,-1.5625
INTC,CALL,45.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,2484,2.83,2.738913,2.753901,0.97311,52,N,N,0.0622,0.029538162544169622,-2.509
INTC,CALL,46.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,6700,2.45,2.392849,2.387205,0.976673,52,N,N,0.0533,0.024478775510204193,-2.4793
INTC,CALL,47.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,2787,1.77,1.759044,1.738496,0.99381,52,N,N,0.0377,0.011994350282485858,-2.8736
INTC,CALL,47.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,23122,1.47,1.442141,1.459404,0.992792,52,N,N,0.0309,0.01307993197278916,-3.4722
INTC,CALL,48.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,4266,1.19,1.215055,1.2112,1.021054,52,N,N,0.0248,0.0194348739495799,-4.2735
INTC,CALL,49.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,1285,0.58,0.632238,0.644402,1.111038,52,N,N,0.0117,0.1005517241379311,-7.1429
INTC,CALL,50.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,109385,0.45,0.498772,0.509218,1.131595,52,N,N,0.009,0.1199888888888888,-2.2727
INTC,CALL,52.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,21528,0.11,0.125199,0.129322,1.175659,52,N,N,0.0021,0.15691363636363634,-10.0
INTC,CALL,45.0,2022-03-25,26,47.71,0.0307,0.2954129003306327,1761,3.38,3.321755,3.332006,0.985801,52,N,N,0.0751,0.01571582840236686,-4.5455
INTC,CALL,48.0,2022-03-25,26,47.71,0.0307,0.2954129003306327,1531,1.39,1.454873,1.453394,1.046671,52,N,N,0.029,0.046139208633093655,-5.9259
INTC,CALL,50.0,2022-03-25,26,47.71,0.0307,0.2954129003306327,2763,0.62,0.67428,0.708191,1.142243,52,N,N,0.0124,0.1148959677419355,-12.069
INTC,CALL,48.0,2022-04-01,33,47.71,0.0307,0.2954129003306327,1473,1.59,1.667495,1.667742,1.048894,52,N,N,0.0331,0.04881666666666662,-8.5526
INTC,CALL,40.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,1370,8.1,8.063132,8.059772,0.995448,52,Y,N,0.2025,0.004759012345678961,-2.5
INTC,CALL,42.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,2391,5.85,5.798793,5.78582,0.991247,52,Y,N,0.1376,0.009862136752136689,-3.4783
INTC,CALL,45.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,20428,3.78,3.814521,3.806401,1.009133,52,N,N,0.084,0.008058465608465687,-4.0541
INTC,CALL,47.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,10088,2.18,2.219227,2.262099,1.03766,52,N,N,0.0459,0.027827064220183443,-5.6604
INTC,CALL,50.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,21167,1.05,1.227881,1.206746,1.16941,52,N,N,0.021,0.15934619047619047,-4.902
INTC,CALL,52.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,9880,0.45,0.602736,0.578432,1.339413,52,N,N,0.0086,0.31240888888888885,-2.2727
INTC,CALL,55.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,11627,0.19,0.233103,0.249262,1.311904,52,N,N,0.0035,0.26938157894736847,-11.1111
INTC,PUT,42.0,2022-03-11,12,47.71,0.0307,0.2954129003306327,1081,0.1,0.005057,0.006199,0.061987,52,Y,N,0.0024,0.9437200000000001,-22.2222
INTC,PUT,45.0,2022-03-11,12,47.71,0.0307,0.2954129003306327,1154,0.34,0.16949,0.162874,0.4985,52,N,N,0.0076,0.5112294117647059,-23.3333
INTC,PUT,46.0,2022-03-11,12,47.71,0.0307,0.2954129003306327,2538,0.52,0.334866,0.349626,0.672358,52,N,N,0.0113,0.3418346153846154,-21.2766
INTC,PUT,47.0,2022-03-11,12,47.71,0.0307,0.2954129003306327,2308,0.8,0.688689,0.667572,0.860861,52,N,N,0.017,0.152336875,-12.0
INTC,PUT,40.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,16758,0.11,0.001327,0.003468,0.031528,52,Y,N,0.0027,0.9782045454545455,-10.0
INTC,PUT,42.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,15442,0.21,0.048812,0.048168,0.232437,52,Y,N,0.0049,0.769095238095238,-10.0
INTC,PUT,45.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,26740,0.49,0.318886,0.308798,0.650788,52,N,N,0.0109,0.35950612244897956,-4.1667
INTC,PUT,47.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,36326,1.24,1.105211,1.121734,0.904624,52,N,N,0.0261,0.10203830645161292,-3.2787
INTC,PUT,50.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,103561,2.72,2.682037,2.683444,0.98656,52,N,N,0.0544,0.013698345588235374,-3.3708
INTC,PUT,52.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,13213,4.88,4.838954,4.837217,0.991589,52,N,N,0.093,0.008589036885245873,-3.125
INTC,PUT,55.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,9417,7.28,7.29,7.29,1.001374,52,N,N,0.1324,0.0013736263736263442,-2.0833
INTC,PUT,57.5,2022-03-18,19,47.71,0.0307,0.2954129003306327,4255,9.8,9.79,9.79,0.99898,52,N,N,0.1704,0.0010204081632654656,-2.0619
INTC,PUT,60.0,2022-03-18,19,47.71,0.0307,0.2954129003306327,2089,12.27,12.29,12.29,1.00163,52,N,N,0.2045,0.001629991850040715,-1.2295
INTC,PUT,35.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,1475,0.12,0.000737,0.001451,0.012091,52,Y,N,0.0034,0.9908833333333333,-18.1818
INTC,PUT,37.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,11564,0.19,0.011819,0.013298,0.06999,52,Y,N,0.0051,0.9339026315789474,-11.1111
INTC,PUT,40.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,5380,0.32,0.077404,0.073996,0.241888,52,Y,N,0.008,0.7634375,-10.0
INTC,PUT,42.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,12055,0.56,0.298764,0.284698,0.533508,52,Y,N,0.0132,0.4790517857142858,-3.6364
INTC,PUT,45.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,23035,1.06,0.807456,0.793965,0.761751,52,N,N,0.0236,0.24461273584905666,-6.8627
INTC,PUT,47.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,18840,1.92,1.716842,1.747574,0.910195,52,N,N,0.0404,0.09780833333333332,-7.5676
INTC,PUT,50.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,12993,3.28,3.22453,3.204987,0.983088,52,N,N,0.0656,0.019890701219512114,-4.6875
INTC,PUT,52.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,5689,5.18,5.138181,5.11093,0.991927,52,N,N,0.0987,0.010703571428571366,-2.9412
INTC,PUT,55.0,2022-04-14,46,47.71,0.0307,0.2954129003306327,3643,7.43,7.344972,7.345255,0.988594,52,N,N,0.1351,0.011424831763122428,-2.0408
INTC,PUT,57.5,2022-04-14,46,47.71,0.0307,0.2954129003306327,1035,9.82,9.79,9.79,0.996945,52,N,N,0.1708,0.0030549898167007267,-1.5385
INTU,CALL,560.0,2022-03-18,19,487.17999,0.0044,0.3150771099243672,2483,1.13,0.291221,0.410493,0.363268,na,N,na,0.002,0.6895070796460177,-121.4286
INTU,CALL,600.0,2022-04-14,46,487.17999,0.0044,0.3150771099243672,1068,1.38,0.645055,0.856261,0.620479,na,N,na,0.0023,0.4560449275362318,-89.4737
INTU,PUT,520.0,2022-04-14,46,487.17999,0.0044,0.3150771099243672,1782,46.7,40.401464,40.643657,0.870314,na,N,na,0.0898,0.13227921841541768,-3.9301
INVH,CALL,40.0,2022-03-18,19,39.04,0.0218,0.19591315430401654,1083,0.57,0.354374,0.361053,0.633427,58,N,N,0.0142,0.3724324561403508,-87.5
INVH,CALL,40.0,2022-04-14,46,39.04,0.0218,0.19591315430401654,4149,1.1,0.806516,0.785867,0.733196,58,N,N,0.0275,0.2761895454545455,-9.5238
INVH,PUT,37.5,2022-04-14,46,39.04,0.0218,0.19591315430401654,4247,0.95,0.404649,0.400635,0.425946,58,N,N,0.0253,0.5761663157894736,-23.5294
INVH,PUT,40.0,2022-04-14,46,39.04,0.0218,0.19591315430401654,2566,2.23,1.528596,1.509213,0.685469,58,N,N,0.0558,0.31887690582959644,-47.2222
IONQ,CALL,15.0,2022-03-18,19,15.1,0,0.8911221161756213,3078,1.68,1.27121,1.290202,0.767977,na,N,na,0.112,0.23767499999999997,-16.129
IONQ,CALL,17.5,2022-03-18,19,15.1,0,0.8911221161756213,3941,0.9,0.453947,0.462455,0.513838,na,N,na,0.0514,0.4908877777777778,-25.0
IONQ,CALL,20.0,2022-03-18,19,15.1,0,0.8911221161756213,3248,0.45,0.128895,0.138498,0.307774,na,N,na,0.0225,0.7028966666666666,-25.0
IONQ,CALL,12.5,2022-04-14,46,15.1,0,0.8911221161756213,1103,3.45,3.366547,3.391161,0.982945,na,N,na,0.276,0.02062202898550729,-15.625
IONQ,CALL,15.0,2022-04-14,46,15.1,0,0.8911221161756213,1099,2.17,1.953725,1.988171,0.916208,na,N,na,0.1447,0.09172903225806452,-23.0769
IONQ,CALL,20.0,2022-04-14,46,15.1,0,0.8911221161756213,4185,0.9,0.602485,0.58213,0.669428,na,N,na,0.045,0.3418805555555555,-25.0
IONQ,CALL,30.0,2022-04-14,46,15.1,0,0.8911221161756213,6658,0.18,0.031524,0.037119,0.206219,na,N,na,0.006,0.809325,-33.3333
IONQ,PUT,10.0,2022-03-18,19,15.1,0,0.8911221161756213,2775,0.3,0.01441,0.018813,0.062709,na,N,na,0.03,0.9446283333333333,-40.0
IONQ,PUT,15.0,2022-03-18,19,15.1,0,0.8911221161756213,1320,2.1,1.131016,1.149765,0.547507,na,N,na,0.14,0.4569569047619048,-21.0526
IONQ,PUT,20.0,2022-03-18,19,15.1,0,0.8911221161756213,1331,6.0,4.997223,5.001302,0.83355,na,N,na,0.3,0.16678958333333335,-18.1818
IONQ,PUT,10.0,2022-04-14,46,15.1,0,0.8911221161756213,1364,0.85,0.146453,0.164894,0.193993,na,N,na,0.085,0.8168547058823529,-26.6667
IONQ,PUT,12.5,2022-04-14,46,15.1,0,0.8911221161756213,5578,1.8,0.685117,0.707055,0.392808,na,N,na,0.144,0.6132855555555555,-11.7647
IONQ,PUT,14.0,2022-04-14,46,15.1,0,0.8911221161756213,1316,2.5,1.327653,1.292858,0.531061,na,N,na,0.1786,0.4758978,-22.2222
IONQ,PUT,15.0,2022-04-14,46,15.1,0,0.8911221161756213,2310,3.13,1.758813,1.791676,0.57242,na,N,na,0.2087,0.4328292332268371,-19.2982
IONS,CALL,35.0,2022-03-18,19,31.78,0,0.519519274519166,1147,0.57,0.491045,0.480228,0.861483,na,N,na,0.0163,0.1480061403508771,-30.0
IONS,PUT,25.0,2022-04-14,46,31.78,0,0.519519274519166,1642,0.7,0.191112,0.215715,0.308165,na,Y,na,0.028,0.7094092857142857,-80.0
IOVA,CALL,20.0,2022-03-18,19,15.55,0,0.887950080662551,1808,0.55,0.167995,0.188666,0.34303,na,N,na,0.0275,0.6757627272727273,-75.0
IOVA,CALL,22.5,2022-03-18,19,15.55,0,0.887950080662551,4300,0.33,0.044614,0.052001,0.15758,na,N,na,0.0147,0.8536136363636364,-125.0
IOVA,CALL,25.0,2022-03-18,19,15.55,0,0.887950080662551,4482,0.25,0.010795,0.013138,0.05255,na,N,na,0.01,0.952134,-50.0
IOVA,CALL,30.0,2022-03-18,19,15.55,0,0.887950080662551,3938,0.18,0,0.000668,0.003711,na,N,na,0.006,0.9981444444444444,-33.3333
IP,CALL,50.0,2022-03-18,19,45.42,0.0382,0.22339891652361368,2213,0.1,0.022136,0.031917,0.319174,59,N,N,0.002,0.7297349999999999,-200.0
IP,CALL,50.0,2022-04-14,46,45.42,0.0382,0.22339891652361368,3286,0.25,0.213297,0.245913,0.983651,59,N,N,0.005,0.08158000000000004,-133.3333
IP,PUT,40.0,2022-04-14,46,45.42,0.0382,0.22339891652361368,4334,0.43,0.065324,0.063931,0.151917,59,Y,N,0.0107,0.849703488372093,-83.3333
IP,PUT,42.5,2022-04-14,46,45.42,0.0382,0.22339891652361368,4424,0.8,0.339437,0.3379,0.424296,59,Y,N,0.0188,0.576664375,-46.1538
IP,PUT,45.0,2022-04-14,46,45.42,0.0382,0.22339891652361368,1981,1.63,1.097092,1.111162,0.681695,59,N,N,0.0362,0.322621472392638,-16.6667
IPOF,CALL,9.0,2022-03-18,19,10.27,0,0.23533367131265706,1547,1.27,1.296342,1.296688,1.021015,31,Y,N,0.1411,0.020877952755905562,-38.6792
IPOF,CALL,10.0,2022-03-18,19,10.27,0,0.23533367131265706,88824,0.28,0.39972,0.397732,1.427571,31,N,N,0.028,0.42402142857142844,-20.0
IPOF,CALL,11.0,2022-03-18,19,10.27,0,0.23533367131265706,34147,0.16,0.026301,0.030245,0.189033,31,N,N,0.0145,0.82329375,-6.6667
IPOF,CALL,12.5,2022-03-18,19,10.27,0,0.23533367131265706,18752,0.14,0,2.1e-05,0.000149,31,N,N,0.0112,0.9999250000000001,-7.6923
IPOF,CALL,14.0,2022-03-18,19,10.27,0,0.23533367131265706,1180,0.12,0,0.0,0.0,31,N,N,0.0086,1.0,-30.0
IPOF,CALL,9.0,2022-04-14,46,10.27,0,0.23533367131265706,3712,1.3,1.348605,1.348175,1.037388,31,Y,Y,0.1444,0.03722307692307687,-8.0
IPOF,CALL,10.0,2022-04-14,46,10.27,0,0.23533367131265706,71995,0.36,0.540551,0.532538,1.50153,31,N,Y,0.036,0.4904013888888889,-2.8571
IPOF,CALL,11.0,2022-04-14,46,10.27,0,0.23533367131265706,14769,0.25,0.120327,0.117777,0.481309,31,N,Y,0.0227,0.5237919999999999,-8.3333
IPOF,CALL,12.5,2022-04-14,46,10.27,0,0.23533367131265706,26771,0.24,0.002978,0.003724,0.015516,31,N,Y,0.0192,0.9860375,-8.6957
IPOF,CALL,14.0,2022-04-14,46,10.27,0,0.23533367131265706,1105,0.19,0,3.1e-05,0.000166,31,N,Y,0.0136,0.9999184210526316,-11.1111
IPOF,CALL,15.0,2022-04-14,46,10.27,0,0.23533367131265706,3964,0.19,0,1e-06,4e-06,31,N,Y,0.0127,0.9999973684210526,-5.5556
IPOF,CALL,17.5,2022-04-14,46,10.27,0,0.23533367131265706,2007,0.16,0,0.0,0.0,31,N,Y,0.0091,1.0,-110.0
IPOF,CALL,20.0,2022-04-14,46,10.27,0,0.23533367131265706,6525,0.12,0,0.0,0.0,31,N,Y,0.006,1.0,-9.0909
IPOF,PUT,10.0,2022-04-14,46,10.27,0,0.23533367131265706,31544,0.1,0.204711,0.196617,2.047107,31,N,Y,0.01,1.0066399999999998,-133.3333
IQ,CALL,5.0,2022-03-18,19,4.04,0,0.8158367433337851,3768,0.14,0.053657,0.053459,0.383262,na,N,na,0.028,0.6174428571428571,-15.3846
IQ,PUT,4.0,2022-03-11,12,4.04,0,0.8158367433337851,1008,0.35,0.212851,0.214675,0.613356,na,N,na,0.0875,0.3892485714285714,-22.5806
IQ,PUT,5.0,2022-03-18,19,4.04,0,0.8158367433337851,2671,1.09,1.003592,1.003165,0.920727,na,N,na,0.218,0.07946926605504588,-7.619
IQ,PUT,7.5,2022-03-18,19,4.04,0,0.8158367433337851,6706,3.47,3.46,3.46,0.997118,na,N,na,0.4627,0.002881844380403525,-4.4118
IQV,CALL,260.0,2022-03-18,19,233.99001,0,0.2308002026964953,1078,0.38,0.094055,0.125404,0.33001,52,N,N,0.0015,0.7112381578947369,-50.0
IR,CALL,55.0,2022-03-18,19,51.43,0.0013,0.2647998476658191,1974,0.48,0.239941,0.236281,0.499877,58,N,N,0.0087,0.5039354166666666,-11.1111
IR,PUT,50.0,2022-03-18,19,51.43,0.0013,0.2647998476658191,6672,1.02,0.613792,0.596059,0.601757,58,N,N,0.0204,0.4069357843137255,-41.1765
IR,PUT,55.0,2022-03-18,19,51.43,0.0013,0.2647998476658191,5395,4.05,3.704746,3.70076,0.914752,58,N,N,0.0736,0.08573999999999997,-13.1579
IRBT,PUT,65.0,2022-03-18,19,62.4,0,0.4732738996361963,1171,4.55,4.195444,4.137008,0.922076,64,N,N,0.07,0.08434593406593403,-11.6279
IRDM,PUT,32.0,2022-03-18,19,39.12,0,0.4377010408857215,1968,0.18,0.020213,0.026712,0.148401,50,N,N,0.0056,0.8696527777777778,-500.0
IRM,CALL,45.0,2022-03-18,19,48.67,0.048699997,0.2608525241971642,1492,3.85,3.893311,3.908506,1.015196,na,N,na,0.0856,0.013222987012987018,-13.8889
IRM,CALL,47.5,2022-03-18,19,48.67,0.048699997,0.2608525241971642,2418,1.88,1.934621,1.910482,1.029054,na,N,na,0.0396,0.022633776595744722,-20.5882
IRM,CALL,50.0,2022-03-18,19,48.67,0.048699997,0.2608525241971642,1017,0.57,0.678893,0.668984,1.19104,na,N,na,0.0114,0.18234824561403518,-30.0
IRM,CALL,47.5,2022-04-14,46,48.67,0.048699997,0.2608525241971642,1651,2.3,2.647133,2.61943,1.150927,na,N,na,0.0484,0.14490500000000012,-9.0909
IRM,PUT,42.5,2022-03-18,19,48.67,0.048699997,0.2608525241971642,1481,0.18,0.008019,0.00912,0.050669,na,N,na,0.0042,0.9523916666666666,-150.0
ISEE,CALL,15.0,2022-03-18,19,15.55,0,0.6888047803314838,2487,1.2,1.299635,1.282196,1.083029,2,N,Y,0.08,0.07576291666666671,-40.0
ISEE,CALL,17.5,2022-03-18,19,15.55,0,0.6888047803314838,1125,0.35,0.347036,0.349668,0.999052,2,N,Y,0.02,0.00470857142857138,-33.3333
ISRG,CALL,290.0,2022-03-18,19,293.51001,0,0.293073902927135,1091,12.25,10.244242,10.128151,0.836265,50,N,N,0.0422,0.1684737551020408,-13.0435
ISRG,CALL,300.0,2022-03-18,19,293.51001,0,0.293073902927135,2443,7.25,5.587724,5.391222,0.770721,50,N,N,0.0242,0.2428313103448276,-4.2254
ISRG,CALL,265.0,2022-04-14,46,293.51001,0,0.293073902927135,1089,33.65,32.657946,32.519264,0.970518,50,N,N,0.127,0.03154219910846946,-13.6508
ITCI,CALL,60.0,2022-03-18,19,55.28,0,0.5232457925578964,1110,1.73,1.010153,1.044365,0.603679,na,N,na,0.0288,0.4062086705202312,-37.931
ITUB,CALL,4.0,2022-03-18,19,4.87,0.026700001,0.35815058691073764,11903,0.88,0.882092,0.882283,1.002594,na,N,na,0.22,0.0024857954545454645,-13.4146
ITUB,CALL,5.0,2022-03-18,19,4.87,0.026700001,0.35815058691073764,22527,0.11,0.113036,0.109205,1.027604,na,N,na,0.022,0.017413636363636367,-44.4444
ITUB,PUT,5.0,2022-03-18,19,4.87,0.026700001,0.35815058691073764,10247,0.23,0.230535,0.226495,1.002326,na,N,na,0.046,0.008782608695652148,-19.0476
IVZ,PUT,20.0,2022-03-18,19,21.79,0.0324,0.34770717412920593,2333,0.25,0.115616,0.110589,0.462465,57,Y,N,0.0125,0.54759,-50.0
IVZ,PUT,22.0,2022-03-18,19,21.79,0.0324,0.34770717412920593,2540,0.93,0.781863,0.772716,0.840713,57,N,N,0.0423,0.1642048387096775,-17.6471
IVZ,PUT,20.0,2022-04-14,46,21.79,0.0324,0.34770717412920593,4552,0.55,0.323677,0.338032,0.614604,57,Y,N,0.0275,0.3984463636363637,-20.0
IWF,PUT,240.0,2022-03-18,19,266.82999,0.0052,0.1901062480136177,1220,1.45,0.014534,0.020778,0.01433,na,N,na,0.006,0.9878234482758621,-14.8148
IWM,CALL,203.0,2022-03-11,12,202.5,0.0084,0.2222744261056353,14104,4.47,3.171233,3.195633,0.714907,na,N,na,0.022,0.28782259507829977,-2.4887
IWM,CALL,205.0,2022-03-11,12,202.5,0.0084,0.2222744261056353,2750,3.44,2.394046,2.315705,0.695943,na,N,na,0.0168,0.31544316860465116,-2.6549
IWM,CALL,208.0,2022-03-11,12,202.5,0.0084,0.2222744261056353,14092,2.16,1.296984,1.347072,0.623644,na,N,na,0.0104,0.3879500000000001,-3.7736
IWM,CALL,210.0,2022-03-11,12,202.5,0.0084,0.2222744261056353,1497,1.51,0.937261,0.903357,0.620702,na,N,na,0.0072,0.39052384105960264,-4.7619
IWM,CALL,212.0,2022-03-11,12,202.5,0.0084,0.2222744261056353,4288,1.02,0.577538,0.576406,0.566213,na,N,na,0.0048,0.4343411764705883,-7.1429
IWM,CALL,215.0,2022-03-11,12,202.5,0.0084,0.2222744261056353,3371,0.53,0.27737,0.279318,0.527016,na,N,na,0.0025,0.47482264150943393,-14.2857
IWM,CALL,217.0,2022-03-11,12,202.5,0.0084,0.2222744261056353,2513,0.33,0.161009,0.165475,0.501439,na,N,na,0.0015,0.5053272727272727,-20.0
IWM,CALL,189.0,2022-03-18,19,202.5,0.0084,0.2222744261056353,1032,15.69,14.360461,14.390203,0.917158,na,N,na,0.083,0.08379018483110257,-1.7363
IWM,CALL,190.0,2022-03-18,19,202.5,0.0084,0.2222744261056353,1367,14.86,13.431969,13.484259,0.90742,na,N,na,0.0782,0.0943395693135935,-1.8342
